id,,Informasi umum,Nama entitas,Penjelasan perubahan nama dari akhir periode laporan sebelumnya,Kode entitas,Nomor identifikasi entitas,Industri utama entitas,Sektor,Subsektor,Informasi pemegang saham pengendali,Jenis entitas,Jenis efek yang dicatatkan,Jenis papan perdagangan tempat entitas tercatat,Apakah merupakan laporan keuangan satu entitas atau suatu kelompok entitas,Periode penyampaian laporan keuangan,Tanggal awal periode berjalan,Tanggal akhir periode berjalan,Tanggal akhir tahun sebelumnya,Tanggal awal periode sebelumnya,Tanggal akhir periode sebelumnya,Mata uang pelaporan,Kurs konversi pada tanggal pelaporan jika mata uang penyajian selain rupiah,Pembulatan yang digunakan dalam penyajian jumlah dalam laporan keuangan,Jenis laporan atas laporan keuangan,Jenis opini auditor,"Hal yang diungkapkan dalam paragraf pendapat untuk penekanan atas suatu masalah atau paragraf penjelasan lainnya, jika ada",Hasil penugasan review,Tanggal laporan audit atau hasil laporan review,Auditor tahun berjalan,Nama partner audit tahun berjalan,Lama tahun penugasan partner yang menandatangani,Auditor tahun sebelumnya,Nama partner audit tahun sebelumnya,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII G 11 tentang tanggung jawab direksi atas laporan keuangan,Kepatuhan terhadap pemenuhan peraturan BAPEPAM LK VIII A dua tentang independensi akuntan yang memberikan jasa audit di pasar modal
2018AuditLMASFinancialStatement2018TahunanLMASxlsx.xlsx,31 December 2018,,Limas Indonesia Makmur Tbk,,LMAS,AA378,Umum / General,"9. Trade, Services & Investment",97. Computer And Services,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019","Paul Hadiwinata, Hidajat, Arsono , Ade Fatma, & Rekan","Retno Dwi Andani S.E., Ak., CPA, CA",2,"Paul Hadiwinata, Hidajat, Arsono , Ade Fatma, & Rekan","Retno Dwi Andani S.E., Ak., CPA, CA",Ya / Yes,Ya / Yes
2018AuditLMPIFinancialStatement2018TahunanLMPIxlsx.xlsx,31 December 2018,,Langgeng Makmur Industri Tbk,,LMPI,AA213,Umum / General,5. Consumer Goods Industry,55. Houseware,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,"Tanpa menyatakan pengecualian atas pendapat kami, kami menyampaikan kepada Saudara pada Catatan 36 atas laporan keuangan yang nengindikasikan bahwa Perusahaan mengalami rugi bersih sebesar Rp 46.390.704.290 untuk tahun yang berakhir pada tanggal tersebut, Perusahaan mengalami defisit sebesar Rp 171.830.260.811. Kondisi tersebut sebagaimana dijelaskan dalam Catatan 36, mengindikasikan adanya suatu keraguan substansial terhadap kemampuan Perusahaan untuk tetap menjalankan usahanya secara berkesinambungan, namun Perusahaan telah mengambil langkah-langkah seperti melakukan efisiensi, meningkatkan produktivitas dan upaya-upaya lainnya seperti diuraikan pada Catatan 36 atas laporan keuangan",,"March 22, 2019","Teramihardja, Pradhono & Chandra",Nursal,,"Paul Hadiwinata, Hidajat, Arsono , Ade Fatma, & Rekan","Arsono Laksmana, CPA",Ya / Yes,Ya / Yes
2018AuditLMSHFinancialStatement2018TahunanLMSHxlsx.xlsx,31 December 2018,,Lionmesh Prima Tbk,,LMSH,AA092,Umum / General,3. Basic Industry And Chemicals,33. Metal And Allied Products,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 18, 2019","Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Drs. Nunu Nurdiyaman, CPA",2,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Drs. Nunu NUrdiyaman, CPA",Ya / Yes,Ya / Yes
2018AuditLPCKFinancialStatement2018TahunanLPCKxlsx.xlsx,31 December 2018,,Lippo Cikarang Tbk,,LPCK,AA287,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 01, 2019","Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Didik Wahyudianto,,"Aryanto, Amir Jusuf, Mawar & Saptoto",Didik Wahyudianto,Ya / Yes,Ya / Yes
2018AuditLPGIFinancialStatement2018TahunanLPGIxlsx.xlsx,31 December 2018,,Lippo General Insurance Tbk,,LPGI,AA285,Asuransi / Insurance,8. Finance,84. Insurance,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 06, 2019","Paul Hadiwinata, Hidajat, Arsono, Achmad, Suharli & Rekan","Retno Dwi Andani,S.E.,Ak.,CPA,CA",,"Paul Hadiwinata, Hidajat, Arsono, Retno, Palilingan & Rekan","Retno Dwi Andani,S.E.,Ak.,CPA,CA",Ya / Yes,Ya / Yes
2018AuditLPINFinancialStatement2018TahunanLPINxlsx.xlsx,31 December 2018,,Multi Prima Sejahtera Tbk,,LPIN,AA064,Umum / General,4. Miscellaneous Industry,42. Automotive And Components,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Paul Hadiwinata, Hidajat, Arsono, Ade Fatma & Rekan","Drs. Paul Hadiwinata, CPA, CA, ACPA",,"Paul Hadiwinata, Hidajat, Arsono , Ade Fatma, & Rekan","Drs. Sikanto, Ak., CA,MM",Ya / Yes,Ya / Yes
2018AuditLPKRFinancialStatement2018TahunanLPKRxlsx.xlsx,31 December 2018,,Lippo Karawaci Tbk,,LPKR,AA254,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,National and Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"May 31, 2019","Aryanto, Amir Jusuf, Mawar & Saptoto",Saptoto Agustomo,,"Aryanto, Amir Jusuf, Mawar & Saptoto",Saptoto Agustomo,Ya / Yes,Ya / Yes
2018AuditLPLIFinancialStatement2018TahunanLPLIxlsx.xlsx,31 December 2018,,Star Pacific Tbk,,LPLI,AA043,Umum / General,"9. Trade, Services & Investment","95. Advertising, Printing And Media",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019",Tanubrata Sutanto Fahmi Bambang dan Rekan,"Agustinus Sugiharto, CPA",,"Amir Abadi Jusuf, Aryanto, Mawar & Rekan",Didik Wahyudiyanto,Ya / Yes,Ya / Yes
2018AuditLPPFFinancialStatement2018TahunanLPPFxlsx.xlsx,31 December 2018,,Matahari Department Store Tbk,,LPPF,AA039,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,No Controlling Shareholder,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 14, 2019","Tanudiredja, Wibisana, Rintis & Rekan","Ade Setiawan Elimin, CPA",,"Tanudiredja, Wibisana, Rintis, & Rekan","Subianto, S.E., CPA",Ya / Yes,Ya / Yes
2018AuditLPPSFinancialStatement2018TahunanLPPSxlsx.xlsx,31 December 2018,,Lippo Securities Tbk,,LPPS,AA190,Sekuritas / Securities,8. Finance,89. Others - Finance,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,2019-03-25,Tanubrata Sutanto Fahmi Bambang dan Rekan,"Michell Suharli, CPA",,Tanubrata Sutanto Fahmi dan Rekan,"Agustinus Sugiharto, CPA",Ya / Yes,Ya / Yes
2018AuditLRNAFinancialStatement2018TahunanLRNAxlsx.xlsx,31 December 2018,,PT Eka Sari Lorena Transport Tbk.,,LRNA,AA683,Infrastruktur / Infrastructure,"7. Infrastructure, Utilities And Transportation",74. Transportation,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019",Rama Wendra,"Mimando, SE., Ak., CPA., CA",,Rama Wendra,"Mimando, SE., Ak., CPA., CA",Ya / Yes,Ya / Yes
2018AuditLSIPFinancialStatement2018TahunanLSIPxlsx.xlsx,31 December 2018,,PP London Sumatra Indonesia Tbk,,LSIP,AA256,Umum / General,1. Agriculture,12. Plantation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"February 21, 2019","Purwantono, Sungkoro & Surja",Indrajuwana Komala Widjaja,,"Purwantono, Sungkoro dan Surja",Indrajuwana Komala Widjaja,Ya / Yes,Ya / Yes
2018AuditLTLSFinancialStatement2018TahunanLTLSxlsx.xlsx,31 December 2018,,PT Lautan Luas Tbk,,LTLS,AA284,Umum / General,"9. Trade, Services & Investment",91. Wholesale (Durable & Non-Durable Goods),National Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019","Purwantono, Sungkoro & Surja",Benyanto Suherman,2,"Purwantono, Suherman & Surja",Benyanto Suherman,Ya / Yes,Ya / Yes
2018AuditLUCKFinancialStatement2018TahunanLUCKxlsx.xlsx,31 December 2018,,PT Sentral Mitra Informatika Tbk.,,LUCK,AA865,Umum / General,"9. Trade, Services & Investment",97. Computer And Services,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019","Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Tjahjo Dahono SE, CPA",,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Tjahjo Dahono SE, CPA",Ya / Yes,Ya / Yes
2018AuditMABAFinancialStatement2018TahunanMABAxlsx.xlsx,31 December 2018,,PT Marga Abhinaya Abadi Tbk,,MABA,AA770,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 22, 2019","Hertanto, Grace, Karunawan",Bambang Karunawan,1 Tahun,"Kosasih, Nurdiyaman, Tjahjo & Rekan",Emanuel H Pranadjaja,Ya / Yes,Ya / Yes
2018AuditMAINFinancialStatement2018TahunanMAINxlsx.xlsx,31 December 2018,,Malindo Feedmill Tbk,,MAIN,AA466,Umum / General,3. Basic Industry And Chemicals,36. Animal Feed,Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019","Tanudiredja, Wibisana, Rintis & Rekan","Eddy Rintis, S.E., CPA",,"Tanudiredja, Wibisana & Rekan","Eddy Rintis, S.E., CPA",Ya / Yes,Ya / Yes
2018AuditMAMIFinancialStatement2018TahunanMAMIxlsx.xlsx,31 December 2018,,Mas Murni Indonesia Tbk,,MAMI,AA184,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 29, 2019",Santoso & Rekan,Maroeto,2,Maroeto & Nur Shodiq,Maroeto,Ya / Yes,Ya / Yes
2018AuditMAPAFinancialStatement2018TahunanMAPAxlsx.xlsx,31 December 2018,,PT MAP Aktif Adiperkasa Tbk.,,MAPA,AA827,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,,Satrio Bing Eny & Rekan,Bing Harianto,,Satrio Bing Eny & Rekan,Bing harianto,Ya / Yes,Ya / Yes
2018AuditMAPBFinancialStatement2018TahunanMAPBxlsx.xlsx,31 December 2018,,PT MAP Boga Adiperkasa Tbk.,,MAPB,AA766,Umum / General,"9. Trade, Services & Investment","94. Tourism, Restaurant And  Hotel",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 26, 2019",Satrio Bing Eny & Rekan,Alvin Ismanto,,Satrio Bing Eny & Rekan,"Bing Harianto, SE",Ya / Yes,Ya / Yes
2018AuditMAPIFinancialStatement2018TahunanMAPIxlsx.xlsx,31 December 2018,,Mitra Adiperkasa Tbk,,MAPI,AA448,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,National Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019",Osman Bing Satrio & Eny,"Bing Harianto, SE",,Satrio Bing Eny & Rekan,"Bing Harianto, SE",Ya / Yes,Ya / Yes
2018AuditMARIFinancialStatement2018TahunanMARIxlsx.xlsx,31 December 2018,,PT Mahaka Radio Integra Tbk.,,MARI,AA725,Umum / General,"9. Trade, Services & Investment","95. Advertising, Printing And Media",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 25, 2019",Aria Kanaka & Rekan,Aria Kanaka,,Aria Kanaka & Rekan,Aria Kanaka,Ya / Yes,Ya / Yes
2018AuditMARKFinancialStatement2018TahunanMARKxlsx.xlsx,31 December 2018,,PT Mark Dynamics Indonesia Tbk.,,MARK,AA772,Umum / General,3. Basic Industry And Chemicals,"32. Ceramics, Glass, Porcelain","Individual Foreign, Non-Residential",Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 15, 2019",Rama Wendra,"Mimando, SE., Ak., CPA., CA",,Rama Wendra,"Mimando, SE., Ak., CPA., CA",Ya / Yes,Ya / Yes
2018AuditMASAFinancialStatement2018TahunanMASAxlsx.xlsx,31 December 2018,,Multistrada Arah Sarana Tbk,,MASA,AA453,Umum / General,4. Miscellaneous Industry,42. Automotive And Components,No Controlling Shareholder,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"April 12, 2019","Purwantono, Sungkoro & Surja",Hermawan Setiadi,,"Purwantono, Sungkoro & Surja",Hermawan Setiadi,Ya / Yes,Ya / Yes
2018AuditMAYAFinancialStatement2018TahunanMAYAxlsx.xlsx,31 December 2018,,PT Bank Mayapada Internasional Tbk,,MAYA,AA292,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,National Corporation,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14380.0,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 31, 2019","Kosasih, Mulyadi, Tjahjo & Rekan","Kosasih, Mulyadi, Tjahjo & Rekan",1,"Kosasih, Nurdiyaman, Tjahjo & Rekan","Kosasih, Nurdiyaman, Tjahjo & Rekan",Ya / Yes,Ya / Yes
2018AuditMBAPFinancialStatement2018TahunanMBAPxlsx.xlsx,31 December 2018,,PT Mitrabara Adiperdana Tbk,,MBAP,AA690,Umum / General,2. Mining,21. Coal Mining,National and Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 15, 2019","Tanudiredja, Wibisana, Rintis & Rekan",Yusron Fauzan,2,"Tanudiredja, Wibisana & Rekan",Yusron Fauzan,Ya / Yes,Ya / Yes
2018AuditMBSSFinancialStatement2018TahunanMBSSxlsx.xlsx,31 December 2018,,Mitrabahtera Segara Sejati Tbk,,MBSS,AA576,Umum / General,"7. Infrastructure, Utilities And Transportation",74. Transportation,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 15, 2019",Satrio Bing Eny & Rekan,Parlindungan Siahaan,,Satrio Bing Eny & Rekan,Muhammad Irfan,Ya / Yes,Ya / Yes
2018AuditMBTOFinancialStatement2018TahunanMBTOxlsx.xlsx,31 December 2018,,Martina Berto Tbk,,MBTO,AA573,Umum / General,5. Consumer Goods Industry,54. Cosmetics And Household,Individual WNI,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,14481.0,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 13, 2019",Tanubrata Sutanto Fahmi Bambang dan Rekan,"Martinus Arifin, S.E.,Ak, CPA, CA",3,KAP Tanubrata Sutanto Fahmi Bambang & Rekan,"Martinus Arifin, S.E.,Ak, CPA, CA",Ya / Yes,Ya / Yes
2018AuditMCASFinancialStatement2018TahunanMCASxlsx.xlsx,31 December 2018,,PT M Cash Integrasi Tbk,,MCAS,AA785,Umum / General,"9. Trade, Services & Investment",93. Retail Trade,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 20, 2019","Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Drs. Emanuel Handojo Pranadjaja, CA, CPA",,"Kosasih, Nurdiyaman, Mulyadi, Tjahjo & Rekan","Juninho Widjaja, CPA",Ya / Yes,Ya / Yes
2018AuditMCORFinancialStatement2018TahunanMCORxlsx.xlsx,31 December 2018,,PT Bank China Construction Bank Indonesia Tbk,,MCOR,AA485,Keuangan dan Syariah / Financial and Sharia,8. Finance,81. Bank,Foreign Corporation,Foreign Company,Saham / Stock,Utama / Main,Entitas tunggal / Single entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 18, 2019","Tanuderedja, Wibisana, Rintis & Rekan","Tanudireja, Wibisana & Rekan",,"Tanudiredja, Wibisana & Rekan","Drs. M. Jusuf Wibisana, M.Ec.,CPA",Ya / Yes,Ya / Yes
2018AuditMDIAFinancialStatement2018TahunanMDIAxlsx.xlsx,31 December 2018,,PT Intermedia Capital Tbk.,,MDIA,AA682,Umum / General,"9. Trade, Services & Investment","95. Advertising, Printing And Media",National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Ribuan / In Thousand,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019","Handoko Tomo, Samuel Gunawan & Rekan (Moores Rowland)",Handoko Tomo,1 tahun,Achsin Handoko Tomo,Achsin,Ya / Yes,Ya / Yes
2018AuditMDKAFinancialStatement2018TahunanMDKAxlsx.xlsx,31 December 2018,,PT Merdeka Copper Gold Tbk.,,MDKA,AA709,Umum / General,2. Mining,23. Metal And Mineral Mining,National and Foreign Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Dollar Amerika / USD,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019",Tanubrata Sutanto Fahmi dan Rekan,Santanu Chandra,2,Tanubrata Sutanto Fahmi dan Rekan,Santanu Chandra,Ya / Yes,Ya / Yes
2018AuditMDKIFinancialStatement2018TahunanMDKIxlsx.xlsx,31 December 2018,,PT Emdeki Utama Tbk,,MDKI,AA778,Umum / General,3. Basic Industry And Chemicals,34. Chemicals,National Corporation,Local Company - Indonesia Jurisdiction,Saham / Stock,Pengembangan / Development,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Jutaan / In Million,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 27, 2019","Paul Hadiwinata, Hidajat, Arsono, Retno, Palilingan & Rekan",Gideon CPA,,"Hadori, Sugiarto, Adi & Rekan",Yulianti Sugiarta,Ya / Yes,Ya / Yes
2018AuditMDLNFinancialStatement2018TahunanMDLNxlsx.xlsx,31 December 2018,,PT Modernland Realty Tbk.,,MDLN,AA162,Properti / Property,"6. Property, Real Estate And Building Construction",61. Property And Real Estate,No Controlling Shareholder,Local Company - Indonesia Jurisdiction,Saham dan Obligasi / Stock and Bond,Utama / Main,Entitas grup / Group entity,Tahunan / Annual,2018-01-01,2018-12-31,2017-12-31,2017-01-01,2017-12-31,Rupiah / IDR,,Satuan Penuh / Full Amount,Diaudit / Audited,Wajar Tanpa Pengecualian / Unqualified,,,"March 28, 2019",Tanubrata Sutanto Fahmi Bambang dan Rekan,"Martinus Arifin, S.E, Ak, CPA., CA",,Tanubrata Sutanto Fahmi Bambang dan Rekan,"Martinus Arifin, S.E, Ak, CPA., CA",Ya / Yes,Ya / Yes
